timestamp,value-0,value-1,value-2,reconstructionError-0,reconstructionError-1,reconstructionError-2,is_anomaly
0,0.049537233885746386,0.9622808689458521,0.3717177269081524,0.526119589805603,0.2181651592254638,0.3461354970932007,0
1,0.37156283549792535,0.4035844535508768,0.2719488698406087,0.0956528782844543,0.1132668480277061,0.2619913816452026,0
2,0.8933545120127364,0.19246551040912804,0.8336398699451093,0.2918102741241455,0.6505762338638306,0.3340092301368713,0
3,0.8600232931113017,0.7840144143118378,0.46986637014269744,0.0309747979044914,0.062580332159996,0.0412219278514385,0
4,0.3742683765156532,0.636110016543167,0.5715471300352754,0.173764020204544,0.1057096049189567,0.2309672534465789,0
5,0.011087738743611734,0.06384422312174035,0.4779292227365999,0.3453091084957123,0.3111504912376404,0.7225894927978516,0
6,0.3310892368749333,0.6610163816510151,0.3502525035302748,0.1514353603124618,0.0672987699508667,0.207829400897026,0
7,0.891431128047627,0.7983281614841519,0.2893743501821376,0.0340579189360141,0.0486863031983375,0.0302589833736419,0
8,0.8277733067609954,0.16831204458262808,0.7384202492864357,0.255607008934021,0.5965915322303772,0.3367697894573211,0
9,0.38424118668295704,0.41223361832718886,0.4657465301234669,0.1332588344812393,0.157841145992279,0.2885394096374511,0
10,0.05112842276828631,0.8668649344842541,0.4555707695709556,0.5114818811416626,0.1983147114515304,0.3712475895881653,0
11,0.3479276192136381,0.3926461997546109,0.4534210275024308,0.1474096179008484,0.161386489868164,0.3128763735294342,0
12,0.8347439935829554,0.17073830239099153,0.7645546722048226,0.2615965604782104,0.6092461943626404,0.3396691977977752,0
13,0.8414224123013431,0.767775618101335,0.4809290467481535,0.0306574683636426,0.0663484036922454,0.0465567521750927,0
14,0.3012626552282803,0.5626932759746549,0.28716574586507876,0.1417964398860931,0.0752919539809227,0.2422435581684112,0
15,0.08005774002622132,0.11020108166198161,0.4820087532446249,0.3048334419727325,0.2913008630275726,0.6404517889022827,0
16,0.40260510695831503,0.5832811589523464,0.41540455782740615,0.1152827069163322,0.0852724909782409,0.2058252543210983,0
17,0.7913797667261482,0.831971436221638,0.21993940201507634,0.0071409731172025,0.0174529422074556,0.0251566059887409,0
18,0.740526780108804,0.18218690623851244,0.39521214819580913,0.1677441298961639,0.4012494683265686,0.2791963219642639,0
19,0.34356504406100963,0.3754831053072548,0.5050933485506283,0.1632880419492721,0.1832961142063141,0.3340904414653778,0
20,0.14045863920543847,0.9031630047543057,0.4596993820627329,0.4257815778255462,0.1615033596754074,0.2969506978988647,0
21,0.35580303445657085,0.32766734865047537,0.40561499919073574,0.1342096924781799,0.1781958043575287,0.328590989112854,0
22,0.8633237631085273,0.17828906483871065,0.502397544563469,0.2436708062887191,0.5159037113189697,0.2861265540122986,0
23,0.8613291111794807,0.8130901542705811,0.4472266014388781,0.0253449380397796,0.0498902797698974,0.0338577553629875,0
24,0.36656016954650184,0.6357314226213948,0.6548793805728115,0.2018458843231201,0.1250363439321518,0.2519009113311767,0
25,0.0692310499270357,0.07133792560665383,0.6037415409575196,0.3598912954330444,0.3589746654033661,0.7113721370697021,0
26,0.352992659874254,0.5420749833996399,0.6240988588502054,0.1946121752262115,0.1477001160383224,0.2857167720794678,0
27,0.8539263525722258,0.8269261488050488,0.31044915480910135,0.019014062359929,0.0333717986941337,0.0258293133229017,0
28,0.8414173557195928,0.1630631119395785,0.41553956075084364,0.2305310666561126,0.486395925283432,0.2834766507148742,0
29,0.3689171340765054,0.389559567184519,0.5821108202389847,0.1710220426321029,0.2005352824926376,0.3316766619682312,0
30,0.026825015040295743,0.894206246083465,0.17775588911107337,0.4472719132900238,0.1890848278999328,0.3417945504188537,0
31,0.39060467700877827,0.3673694523749671,0.48454944525292165,0.1370709240436554,0.184683009982109,0.3094091713428497,0
32,0.8560591502721897,0.1585044220404257,0.4599626081928616,0.2454943060874939,0.5162538886070251,0.2918215692043304,0
33,0.8508892207454716,0.767990377757829,0.3097908667535699,0.0277126114815473,0.0511116981506347,0.0367890708148479,0
34,0.3223918691998483,0.6193212752103491,0.6332055368721953,0.227213904261589,0.130873292684555,0.2775959372520447,0
35,0.10175914527736939,0.12112022165967337,0.5072592398010003,0.3013068735599518,0.2961247861385345,0.6249935626983643,0
36,0.3478335974969724,0.6649317866119578,0.42112071754910624,0.1575891375541687,0.0755574852228164,0.2093752324581146,0
37,0.8325677001034494,0.8873571940220909,0.5074076285150413,0.013542840257287,0.0288000907748937,0.0256734080612659,0
38,0.7355285988260504,0.12578128743524483,0.43739608129647023,0.1945090591907501,0.4654010236263275,0.3200457692146301,0
39,0.26863742680356417,0.37578731911124247,0.2738246041024759,0.1409284323453903,0.1213471218943595,0.3269251585006714,0
40,0.04690637557473291,0.9140123797508846,0.5545310213903387,0.5796540975570679,0.2272868454456329,0.3870840668678283,0
41,0.36307868443341157,0.3577388740259131,0.5156692450136626,0.1573123186826706,0.1961393654346466,0.3344683647155761,0
42,0.8392780209188089,0.18499422854672445,0.5765993154148177,0.2332826107740402,0.5210418701171875,0.2956006228923797,0
43,0.8020091041276519,0.7975410886239874,0.33631975497664784,0.0143851805478334,0.0347169265151023,0.0345053635537624,0
44,0.3717325050796147,0.651104830297495,0.5694871199728746,0.1766035556793213,0.1021497547626495,0.2272478640079498,0
45,0.04932644854907356,0.14198244922703837,0.2906873877509628,0.2541805207729339,0.2123644948005676,0.5915472507476807,0
46,0.4005445384280677,0.6675373920358463,0.5580671153687341,0.1559263467788696,0.0924306660890579,0.2055077850818634,0
47,0.8380443744442821,0.825305967126432,0.25757170045838035,0.0156255718320608,0.0278912913054227,0.0250585116446018,0
48,0.7645309527144963,0.017740828771197693,0.7154061792833144,0.2998601198196411,0.7184164524078369,0.4419418573379516,0
49,0.3407072110022913,0.4571402948200055,0.6274172764888303,0.1996000111103058,0.1820690631866455,0.3274478316307068,0
50,0.06111658663093984,0.8495765534599958,0.462122339507509,0.4946758151054382,0.1898721903562545,0.367113322019577,0
51,0.2870674837225829,0.3561199205178673,0.6485629750716568,0.2380774915218353,0.2353680431842804,0.410366415977478,0
52,0.8068534390225535,0.19771917810708792,0.544188736139981,0.2067574113607406,0.4764423966407776,0.2858893573284149,0
53,0.824171079180435,0.8164590633883961,0.49825870162630703,0.0211936980485916,0.0475223064422607,0.0386057831346988,0
54,0.37599941380396246,0.6477063564608949,0.4819988749903904,0.1514001488685608,0.0852261707186698,0.2101540267467498,0
55,0.06548251798062564,0.1769493397995016,0.5305810536564093,0.3376185297966003,0.2810984849929809,0.6270782947540283,0
56,0.36732444358549327,0.6782331578966182,0.22496298403057818,0.1053700968623161,0.0425542704761028,0.1679562777280807,0
57,0.8472425636530168,0.8304966766007084,0.46144871838455953,0.0205362681299448,0.0429433546960353,0.0319637022912502,0
58,0.7918943032768251,0.10459147471082345,0.28392499693478657,0.219360202550888,0.4651807248592376,0.3032585978507995,0
59,0.2875566564457055,0.48599476103134404,0.20533481090112815,0.1223560497164726,0.0767540857195854,0.2617762088775635,0
60,0.0720770239914164,0.8925263560336858,0.6715225087475977,0.5880874395370483,0.2268871963024139,0.3941178023815155,0
61,0.40174562742517617,0.26547851607911893,0.5669652746042869,0.1631828248500824,0.2698861360549927,0.3733886182308197,0
62,0.8916681178016939,0.17664410878100748,0.4778082632678573,0.2611762285232544,0.5274431705474854,0.282561719417572,0
63,0.7905091931786663,0.8693716601150464,0.28382134561281896,0.0049658212810754,0.0133461132645607,0.0215092785656452,0
64,0.3322562656622192,0.5490532757367252,0.40720200436915166,0.1505967527627945,0.0976195186376571,0.2508606910705566,0
65,0.1694283088157268,0.1078251646972813,0.542402322030244,0.2747824192047119,0.320494145154953,0.5949062705039978,0
66,0.39546087303196453,0.61467072620002,0.5337549909925842,0.1485653817653656,0.1010053977370262,0.2198993861675262,0
67,0.8924223087238334,0.7698837135158565,0.31400733553996274,0.0398815460503101,0.0607710592448711,0.0363986566662788,0
68,0.8000734775919329,0.11799360288482989,0.6510313005420437,0.2549949288368225,0.598302960395813,0.3547937572002411,0
69,0.35267469042681343,0.3856558059564825,0.3872603341404657,0.1290595829486847,0.1470950245857238,0.3000101745128631,0
70,0.13537140764072367,0.9476516543051089,0.6209917816495395,0.5109425783157349,0.1966578066349029,0.3240986764431,0
71,0.42467572569295275,0.264852998346323,0.2978018189397002,0.0968204364180564,0.1904543936252594,0.3063279390335083,0
72,0.8663275408373391,0.2261566819791223,0.42131838161722546,0.2159837782382965,0.4423052966594696,0.2475960701704025,0
73,0.8312593666911078,0.8992129859954863,0.32057203500639403,0.0068376879207789,0.0139681007713079,0.0161438565701246,0
74,0.3856322177125803,0.5210854872220138,0.397015499574788,0.1170817539095878,0.1002807542681694,0.2318794429302215,0
75,0.0016955012009782704,0.11396635238689905,0.38854951614057337,0.3185987472534179,0.2586606442928314,0.6726200580596924,0
76,0.41610552466362555,0.6882932564235636,0.7776951078703631,0.2048745155334472,0.1321936100721359,0.2345963716506958,0
77,0.869119392771702,0.8000017199269441,0.4746380270867065,0.0302107520401477,0.0588987693190574,0.0377641096711158,0
