timestamp,value-0,value-1,value-2,reconstructionError-0,reconstructionError-1,reconstructionError-2,is_anomaly
0,0.0298332931483759,0.37926326418386247,0.05175671818198916,0.07236303562996989,0.02633691739743787,0.06041811474078848,0
1,0.22376992264077358,0.15906453320145864,0.03786524020074152,0.012913526354152249,0.013653399440180425,0.045194226406719745,0
2,0.5380136303890174,0.07585633267399658,0.1160731939606425,0.04000379979779117,0.0786208251884143,0.05822415342728039,0
3,0.5179402442412836,0.30900319806299575,0.0654226030728922,0.003981174475180593,0.00752476565324623,0.005251213229443832,0
4,0.22539930708506845,0.2507097138058012,0.07958028793248732,0.023701048203899133,0.012739634217626184,0.039581143889385884,0
5,0.0066774774113084285,0.02516289083764024,0.06654524737860389,0.04739224439779048,0.0375800071561908,0.1285285650439172,0
6,0.199395111255981,0.26052604668177887,0.04876797312986856,0.020617353604890164,0.00809528380332289,0.035394896501447816,0
7,0.5368552920409309,0.314644667877543,0.04029150510536135,0.004406968218242121,0.005844803756608778,0.003267727614864925,0
8,0.49851801935406304,0.06633673960472274,0.10281513625965853,0.03500395592570711,0.07209339948663877,0.058723611370481106,0
9,0.231405330148861,0.1624734240683442,0.06484897049259052,0.018107088555156317,0.019042989627194695,0.04999746441679188,0
10,0.03079157040093176,0.3416570309863744,0.06343213203405271,0.07034149813658605,0.02393674995979787,0.06496155417137367,0
11,0.20953585503698482,0.15475344485592407,0.06313280922443029,0.02006137934617096,0.01947166604915983,0.05440066265245208,0
12,0.5027160442959622,0.06729299934743127,0.10645400485246605,0.035831141607094656,0.07362350643082965,0.0592481907611483,0
13,0.5067380537576287,0.30260300966066517,0.06696293272079341,0.003937349749650673,0.00798037263488215,0.006216423563556598,0
14,0.18143235709956448,0.22177401158794852,0.03998398651547773,0.01928617264720043,0.00906175973628382,0.0416213246315817,0
15,0.04821395624364789,0.0434334956627589,0.06711326739899653,0.04180236149163092,0.03517993881407377,0.11366768944417621,0
16,0.24246481357080066,0.2298883033220327,0.05783952465710439,0.015624499463338189,0.01026853150203617,0.03503229356106887,0
17,0.47660038158141466,0.32790447445433935,0.030623617931523156,0.0006896094137077007,0.0020682997264674153,0.0023445730587508223,0
18,0.4459746897891608,0.07180523169630387,0.055028001883061166,0.022869672594243277,0.04847410050039686,0.048307053593946866,0
19,0.20690853870942472,0.14798896326467,0.07032748831747672,0.022254265561266258,0.022120813690877362,0.05823884669715508,0
20,0.08458978085660775,0.3559631707616313,0.06400698606374056,0.05850587684329695,0.01948579707073594,0.05151928816591146,0
21,0.21427874342977427,0.1291433636748772,0.05647645964619249,0.018238406586948724,0.021504122432305133,0.05724385081339544,0
22,0.5199279185870445,0.07026897746922019,0.06995213369450022,0.03335550931906387,0.06233723264490142,0.04956091523675738,0
23,0.5187266598355875,0.3204628045055453,0.062270318304943735,0.003203663933038952,0.005990379584199639,0.0039188403232685316,0
24,0.22075711816734578,0.25056049877804243,0.09118318845169734,0.02757928779064943,0.01507647871521737,0.04336859436482251,0
25,0.04169369271216796,0.02811637994562222,0.08406292874436733,0.0494061140754927,0.043362548027401276,0.12649904972844142,0
26,0.2125862240419461,0.21364773453490435,0.08689741278653744,0.0265802780076732,0.01781681225543884,0.04948677488417871,0
27,0.5142684240740537,0.3259159779185435,0.04322588957201273,0.0023293397579515233,0.0039930885986842815,0.002466283546551984,0
28,0.5067350084829161,0.06426798048051299,0.057858322007234064,0.03154084850496723,0.05876937221142809,0.04908147788476572,0
29,0.22217657598217047,0.153536911947864,0.08105114040267453,0.023322368002238726,0.02420524477495416,0.05780213036432567,0
30,0.016155091324891353,0.35243304807122444,0.024750128368733887,0.06147379483403135,0.02282074158527424,0.05963272306981361,0
31,0.23523767720269403,0.14479113340557137,0.0674670247550269,0.018633556334744356,0.022288506738327635,0.05377335438925187,0
32,0.5155528797050637,0.06247126637411213,0.06404363677918672,0.033607343352452045,0.062379573459263066,0.050591293592780376,0
33,0.5124393424517976,0.3026876527736745,0.04313423177119677,0.0035306509461370847,0.006138064344693067,0.004449192551388778,0
34,0.19415721040611789,0.2440927758151309,0.08816539581193321,0.031082732531618768,0.015782238831575465,0.04801750181696689,0
35,0.061283405904128244,0.047737050696687544,0.07062905968452116,0.04131532554679198,0.03576321145882558,0.11087088887983171,0
36,0.20947923141843416,0.26206922322618587,0.05863542338988764,0.021467219639639743,0.00909386578485902,0.03567457817548996,0
37,0.5014053937759766,0.3497336347032672,0.07064972082682902,0.001573737848592049,0.0034403119254764465,0.002438076175410219,0
38,0.4429645861616343,0.04957411415463143,0.06090154995261092,0.02656603719057265,0.05623082598377031,0.055697795301040326,0
39,0.16178414650564718,0.14810886289484404,0.03812641109076946,0.01916629665920558,0.01463040562375993,0.056942458148105446,0
40,0.02824888560141172,0.3602392293515364,0.077211022557345,0.07975640689415109,0.02743984336119214,0.0678267903251675,0
41,0.21866042931689275,0.14099543851179067,0.07180004034589911,0.021428989631073703,0.023673723415772976,0.05830722297432236,0
42,0.5054466159497054,0.07291168019443832,0.08028373712515051,0.031920849892260385,0.06295850031489827,0.05127502401229936,0
43,0.48300179146642036,0.3143344592557884,0.046828024377925485,0.001690069066723356,0.004155731377936446,0.004036009714474248,0
44,0.2238721044133888,0.2566196120421918,0.07929345910369143,0.024093201617923325,0.012309203804904406,0.03890820830520236,0
45,0.029706349832266582,0.0559594697228634,0.040474328012348626,0.03480695109607762,0.025635544510142348,0.10481956947843737,0
46,0.24122385721952413,0.26309616915240147,0.07770337631466273,0.02123758029012867,0.011134044411849169,0.03497485500791656,0
47,0.5047036649605383,0.3252774165464607,0.03586341179680701,0.0018613730286412041,0.0033304267017872794,0.0023268252063498984,0
48,0.4604309575691001,0.006992183723305457,0.09961073504565231,0.0411155219438595,0.08682355619811588,0.07775201054911803,0
49,0.20518743793891128,0.18017246938862763,0.08735945802705104,0.027269121971030753,0.021972447873880585,0.057037023493816334,0
50,0.036806840070930366,0.3348431702609738,0.06434435045762972,0.0680205001314675,0.022915943555063815,0.06421355619822668,0
51,0.1728834600457305,0.14035736119794362,0.09030371352816967,0.032583045829514594,0.0284169612524521,0.07203918094943124,0
52,0.4859192426782066,0.0779269580229639,0.07577099776349712,0.02825759313776825,0.05756586609359192,0.04951800010467202,0
