timestamp,reconstructionError-0,reconstructionError-1,reconstructionError-2
0,0.20555439591407776,0.20555439591407776,0.20555439591407776
1,0.20249997079372406,0.20249997079372406,0.20249997079372406
2,0.21433643996715546,0.21433643996715546,0.21433643996715546
3,0.21817491948604584,0.21817491948604584,0.21817491948604584
4,0.19681991636753082,0.19681991636753082,0.19681991636753082
5,0.2081906795501709,0.2081906795501709,0.2081906795501709
6,0.2003479301929474,0.2003479301929474,0.2003479301929474
7,0.19966021180152893,0.19966021180152893,0.19966021180152893
8,0.20348118245601654,0.20348118245601654,0.20348118245601654
9,0.18068534135818481,0.18068534135818481,0.18068534135818481
10,0.17961466312408447,0.17961466312408447,0.17961466312408447
11,0.18347568809986115,0.18347568809986115,0.18347568809986115
12,0.17978891730308533,0.17978891730308533,0.17978891730308533
13,0.17912226915359497,0.17912226915359497,0.17912226915359497
14,0.17372925579547882,0.17372925579547882,0.17372925579547882
15,0.16984929144382477,0.16984929144382477,0.16984929144382477
16,0.16916914284229279,0.16916914284229279,0.16916914284229279
17,0.16579636931419373,0.16579636931419373,0.16579636931419373
18,0.15502791106700897,0.15502791106700897,0.15502791106700897
19,0.1565607488155365,0.1565607488155365,0.1565607488155365
20,0.15400683879852295,0.15400683879852295,0.15400683879852295
21,0.15308968722820282,0.15308968722820282,0.15308968722820282
22,0.14701898396015167,0.14701898396015167,0.14701898396015167
23,0.14787404239177704,0.14787404239177704,0.14787404239177704
24,0.15548455715179443,0.15548455715179443,0.15548455715179443
25,0.15960092842578888,0.15960092842578888,0.15960092842578888
26,0.16474346816539764,0.16474346816539764,0.16474346816539764
27,0.1678764820098877,0.1678764820098877,0.1678764820098877
28,0.1711271107196808,0.1711271107196808,0.1711271107196808
29,0.1725308895111084,0.1725308895111084,0.1725308895111084
30,0.1719197928905487,0.1719197928905487,0.1719197928905487
31,0.17295868694782257,0.17295868694782257,0.17295868694782257
32,0.1720530092716217,0.1720530092716217,0.1720530092716217
33,0.16814139485359192,0.16814139485359192,0.16814139485359192
34,0.16812731325626373,0.16812731325626373,0.16812731325626373
35,0.16351839900016785,0.16351839900016785,0.16351839900016785
36,0.16021239757537842,0.16021239757537842,0.16021239757537842
37,0.16497838497161865,0.16497838497161865,0.16497838497161865
38,0.16334106028079987,0.16334106028079987,0.16334106028079987
39,0.1588478833436966,0.1588478833436966,0.1588478833436966
40,0.16572943329811096,0.16572943329811096,0.16572943329811096
41,0.16684167087078094,0.16684167087078094,0.16684167087078094
42,0.16867509484291077,0.16867509484291077,0.16867509484291077
43,0.16835232079029083,0.16835232079029083,0.16835232079029083
44,0.16632668673992157,0.16632668673992157,0.16632668673992157
45,0.16375699639320374,0.16375699639320374,0.16375699639320374
46,0.16609607636928558,0.16609607636928558,0.16609607636928558
47,0.15992046892642975,0.15992046892642975,0.15992046892642975
48,0.16959378123283386,0.16959378123283386,0.16959378123283386
49,0.17569294571876526,0.17569294571876526,0.17569294571876526
50,0.17124080657958984,0.17124080657958984,0.17124080657958984
51,0.17595037817955017,0.17595037817955017,0.17595037817955017
52,0.17407166957855225,0.17407166957855225,0.17407166957855225
53,0.17835313081741333,0.17835313081741333,0.17835313081741333
54,0.17622573673725128,0.17622573673725128,0.17622573673725128
55,0.17999467253684998,0.17999467253684998,0.17999467253684998
56,0.17401127517223358,0.17401127517223358,0.17401127517223358
57,0.17821021378040314,0.17821021378040314,0.17821021378040314
58,0.16717557609081268,0.16717557609081268,0.16717557609081268
59,0.15964184701442719,0.15964184701442719,0.15964184701442719
60,0.16537179052829742,0.16537179052829742,0.16537179052829742
61,0.16193310916423798,0.16193310916423798,0.16193310916423798
62,0.16330355405807495,0.16330355405807495,0.16330355405807495
63,0.15950629115104675,0.15950629115104675,0.15950629115104675
64,0.15760402381420135,0.15760402381420135,0.15760402381420135
65,0.15499405562877655,0.15499405562877655,0.15499405562877655
66,0.1597941368818283,0.1597941368818283,0.1597941368818283
67,0.15711192786693573,0.15711192786693573,0.15711192786693573
68,0.16524145007133484,0.16524145007133484,0.16524145007133484
69,0.1670820713043213,0.1670820713043213,0.1670820713043213
70,0.16480956971645355,0.16480956971645355,0.16480956971645355
71,0.15890774130821228,0.15890774130821228,0.15890774130821228
72,0.15622563660144806,0.15622563660144806,0.15622563660144806
73,0.15875902771949768,0.15875902771949768,0.15875902771949768
74,0.1575464904308319,0.1575464904308319,0.1575464904308319
75,0.16093985736370087,0.16093985736370087,0.16093985736370087
76,0.1681152731180191,0.1681152731180191,0.1681152731180191
77,0.1710888147354126,0.1710888147354126,0.1710888147354126
78,0.16152039170265198,0.16152039170265198,0.16152039170265198
79,0.16840426623821259,0.16840426623821259,0.16840426623821259
80,0.1659838706254959,0.1659838706254959,0.1659838706254959
81,0.17042836546897888,0.17042836546897888,0.17042836546897888
82,0.1745060682296753,0.1745060682296753,0.1745060682296753
83,0.1746729165315628,0.1746729165315628,0.1746729165315628
84,0.18000158667564392,0.18000158667564392,0.18000158667564392
85,0.17603236436843872,0.17603236436843872,0.17603236436843872
86,0.1633019894361496,0.1633019894361496,0.1633019894361496
87,0.15955907106399536,0.15955907106399536,0.15955907106399536
88,0.1646309345960617,0.1646309345960617,0.1646309345960617
89,0.15670901536941528,0.15670901536941528,0.15670901536941528
90,0.16340669989585876,0.16340669989585876,0.16340669989585876
91,0.15749572217464447,0.15749572217464447,0.15749572217464447
92,0.1574932187795639,0.1574932187795639,0.1574932187795639
93,0.16077814996242523,0.16077814996242523,0.16077814996242523
94,0.1570241004228592,0.1570241004228592,0.1570241004228592
95,0.15722335875034332,0.15722335875034332,0.15722335875034332
96,0.16073399782180786,0.16073399782180786,0.16073399782180786
97,0.16243934631347656,0.16243934631347656,0.16243934631347656
98,0.15625254809856415,0.15625254809856415,0.15625254809856415
99,0.1640307456254959,0.1640307456254959,0.1640307456254959
100,0.16106180846691132,0.16106180846691132,0.16106180846691132
101,0.17614522576332092,0.17614522576332092,0.17614522576332092
102,0.17571446299552917,0.17571446299552917,0.17571446299552917
103,0.17679406702518463,0.17679406702518463,0.17679406702518463
104,0.17321880161762238,0.17321880161762238,0.17321880161762238
105,0.17410799860954285,0.17410799860954285,0.17410799860954285
106,0.17806899547576904,0.17806899547576904,0.17806899547576904
107,0.18183661997318268,0.18183661997318268,0.18183661997318268
108,0.1939707249403,0.1939707249403,0.1939707249403
109,0.18549039959907532,0.18549039959907532,0.18549039959907532
110,0.18429042398929596,0.18429042398929596,0.18429042398929596
111,0.17410844564437866,0.17410844564437866,0.17410844564437866
112,0.16760188341140747,0.16760188341140747,0.16760188341140747
113,0.16761335730552673,0.16761335730552673,0.16761335730552673
114,0.17333097755908966,0.17333097755908966,0.17333097755908966
115,0.17965726554393768,0.17965726554393768,0.17965726554393768
116,0.17997625470161438,0.17997625470161438,0.17997625470161438
117,0.17613692581653595,0.17613692581653595,0.17613692581653595
118,0.1692838817834854,0.1692838817834854,0.1692838817834854
119,0.18075473606586456,0.18075473606586456,0.18075473606586456
120,0.18172653019428253,0.18172653019428253,0.18172653019428253
121,0.182530015707016,0.182530015707016,0.182530015707016
